#   T (Gyrs)         Lx         Ly         Lz
     11.000     -0.151     -0.056      0.135
     11.014     -0.468     -0.066      0.110
     11.029     -0.833     -0.076      0.073
     11.043     -1.300     -0.084      0.006
     11.057     -2.198     -0.078     -0.254
     11.071     -1.047     -0.085     -1.185
     11.086     -0.369     -0.083     -0.813
     11.100     -0.081     -0.071     -0.551
     11.114      0.112     -0.058     -0.341
     11.129      0.256     -0.046     -0.156
     11.143      0.378     -0.034      0.015
     11.157      0.485     -0.022      0.190
     11.171      0.582     -0.009      0.380
     11.186      0.664      0.006      0.600
     11.200      0.728      0.028      0.886
     11.214      0.696      0.072      1.323
     11.229     -0.491      0.299      1.783
     11.243     -0.210      0.231      0.763
     11.257     -0.064      0.174      0.515
     11.271      0.039      0.123      0.352
     11.286      0.114      0.071      0.221
     11.300      0.184      0.021      0.104
     11.314      0.249     -0.031     -0.006
     11.329      0.313     -0.082     -0.117
     11.343      0.375     -0.134     -0.231
     11.357      0.439     -0.188     -0.360
     11.371      0.496     -0.250     -0.518
     11.386      0.218     -0.375     -0.728
     11.400     -1.270     -0.147     -0.438
     11.414     -0.965     -0.066     -0.290
     11.429     -0.684     -0.033     -0.192
     11.429     -0.684     -0.033     -0.192
