#   T (Gyrs)         Lx         Ly         Lz
     11.071      2.134     -0.718      4.882
     11.086      2.954     -0.919      1.490
     11.100      1.816     -2.328      0.891
     11.114      1.451     -0.728      2.343
     11.129      5.274     -1.351      1.869
     11.143      0.508     -1.390      0.974
     11.157      1.222     -1.448      2.219
     11.171      4.617     -1.113     -0.220
     11.186      1.205     -1.360      1.563
     11.200     -0.101     -1.415      1.001
     11.214      4.265     -0.993      0.332
     11.229      0.858     -1.466      0.069
     11.243     -0.136     -0.901      1.928
     11.257      2.692     -1.397     -0.958
     11.271      0.014     -1.131     -0.838
     11.286      1.833     -0.921      2.520
     11.300     -0.127     -1.010     -1.812
     11.314      0.958     -1.214     -1.416
     11.329     -0.490     -0.416      0.546
     11.343      0.594     -0.947     -1.412
     11.357     -1.433     -0.802     -3.210
     11.371      0.001     -0.528      0.311
     11.386      0.169     -0.535     -3.230
     11.400     -3.812     -0.568     -1.542
     11.414     -0.535     -0.315     -2.397
     11.429      0.024     -0.313     -3.912
     11.429      0.023     -0.313     -3.913
