#   T (Gyrs)         Lx         Ly         Lz
     10.743     -2.421     -0.117      0.159
     10.757     -2.543     -0.094      0.197
     10.771     -2.666     -0.073      0.239
     10.786     -2.791     -0.053      0.285
     10.800     -2.914     -0.035      0.333
     10.814     -3.039     -0.017      0.385
     10.829     -3.165     -0.002      0.440
     10.843     -3.291      0.013      0.500
     10.857     -3.417      0.026      0.563
     10.871     -3.544      0.038      0.631
     10.886     -3.669      0.048      0.703
     10.900     -3.783      0.057      0.779
     10.914     -3.911      0.064      0.861
     10.929     -4.042      0.070      0.948
     10.943     -4.176      0.073      1.040
     10.957     -4.310      0.075      1.139
     10.971     -4.447      0.076      1.243
     10.986     -4.575      0.075      1.353
     11.000     -4.714      0.071      1.472
     11.014     -4.853      0.065      1.597
     11.029     -4.995      0.057      1.731
     11.043     -5.138      0.046      1.872
     11.057     -5.284      0.033      2.023
     11.071     -5.433      0.016      2.184
     11.086     -5.586     -0.003      2.356
     11.100     -5.742     -0.026      2.540
     11.114     -5.899     -0.054      2.736
     11.129     -6.062     -0.086      2.946
     11.143     -6.229     -0.123      3.173
     11.157     -6.410     -0.165      3.412
     11.171     -6.586     -0.213      3.674
     11.186     -6.768     -0.268      3.955
     11.200     -6.958     -0.329      4.260
     11.214     -7.155     -0.402      4.591
     11.229     -7.359     -0.486      4.949
     11.243     -7.571     -0.587      5.344
     11.257     -7.788     -0.703      5.777
     11.271     -8.021     -0.838      6.253
     11.286     -8.270     -1.000      6.779
     11.300     -8.530     -1.198      7.361
     11.314     -8.811     -1.438      8.013
     11.329     -9.097     -1.748      8.754
     11.343     -9.370     -2.168      9.581
     11.357     -9.573     -2.748     10.541
     11.371     -9.571     -3.615     11.573
     11.386     -8.995     -4.875     12.389
     11.400     -7.404     -6.136     12.386
     11.414     -5.536     -6.779     11.723
     11.429     -4.120     -6.945     10.977
     11.429     -4.121     -6.944     10.978
