#   T (Gyrs)         Lx         Ly         Lz
      3.429     -0.415     -1.267      0.152
      3.443     -0.488     -1.267     -0.074
      3.457     -0.431     -1.022     -0.255
      3.471     -0.210     -0.572     -0.393
      3.486      0.246     -0.493     -0.228
      3.500      0.257     -0.661      0.074
      3.514     -0.202     -0.564      0.154
      3.529     -0.490     -0.532      0.031
      3.543     -0.563     -0.688     -0.141
      3.557     -0.395     -1.220     -0.278
      3.571      0.102     -2.021     -0.262
      3.586      0.215     -1.083     -0.069
      3.600     -0.077     -0.541     -0.051
      3.614     -0.358     -0.269     -0.048
      3.629     -0.783     -0.621     -0.040
      3.643     -0.351     -1.879      0.068
      3.657     -0.190     -1.043     -0.037
      3.671     -0.094     -0.455     -0.131
      3.686      0.231      0.289     -0.277
      3.700      0.129     -0.785     -0.006
      3.714     -0.143     -0.944      0.027
      3.729     -0.380     -0.994      0.008
      3.743     -0.642     -1.039     -0.097
      3.757     -0.251     -1.410     -0.201
      3.771      0.023     -1.386     -0.102
      3.786      0.124     -1.049     -0.008
      3.800      0.012     -0.427      0.055
      3.814     -0.275     -0.207      0.052
      3.829     -0.467     -0.812     -0.013
      3.843     -0.359     -1.867     -0.079
      3.857     -0.056     -2.006     -0.078
      3.871      0.020     -1.230     -0.049
      3.886      0.001     -0.579     -0.019
      3.900     -0.149      0.107      0.044
      3.914     -0.250     -1.079      0.127
      3.929     -0.118     -1.349      0.039
      3.943     -0.038     -1.265     -0.047
      3.957      0.053     -0.903     -0.192
      3.971      0.029     -1.548     -0.050
      3.986     -0.003     -1.158      0.032
      4.000     -0.062     -0.659      0.088
      4.014     -0.278      0.182      0.154
      4.029     -0.192     -1.038      0.071
      4.043     -0.046     -1.243      0.029
      4.057      0.080     -1.093     -0.017
      4.071      0.183     -0.489     -0.044
      4.086      0.114      0.230      0.071
      4.100     -0.073     -0.247      0.214
      4.114     -0.111     -0.813      0.165
      4.129     -0.086     -0.852      0.033
      4.143     -0.025     -0.726     -0.102
      4.157      0.264     -0.268     -0.176
      4.171      0.157     -0.574      0.035
      4.186     -0.017     -0.508      0.054
      4.200     -0.197     -0.318      0.061
      4.214     -0.296     -0.435      0.214
      4.229     -0.090     -0.597      0.080
      4.243     -0.004     -0.476     -0.018
      4.257      0.098     -0.292     -0.107
      4.271      0.271      0.144      0.001
      4.286      0.048     -0.030      0.187
      4.300     -0.104     -0.215      0.146
      4.314     -0.166     -0.354      0.030
      4.329     -0.130     -0.520     -0.109
      4.343      0.049     -0.683     -0.187
      4.357      0.279     -0.232     -0.023
      4.371      0.091     -0.059      0.025
      4.386     -0.053     -0.079      0.031
      4.400     -0.204     -0.253      0.039
      4.414     -0.241     -0.638      0.119
      4.429     -0.087     -0.191      0.025
      4.443      0.014     -0.054     -0.051
      4.457      0.177     -0.076     -0.093
      4.471      0.196     -0.029      0.150
      4.486     -0.006      0.071      0.094
      4.500     -0.125      0.004      0.011
      4.514     -0.183     -0.285     -0.074
      4.529     -0.037     -0.744     -0.139
      4.543      0.193     -0.289     -0.107
      4.557      0.097      0.084     -0.044
      4.571     -0.024      0.125      0.015
      4.586     -0.134     -0.031      0.093
      4.600     -0.245     -0.757      0.151
      4.614     -0.105     -0.196     -0.004
      4.629     -0.016      0.056     -0.048
      4.643      0.123      0.113     -0.066
      4.657      0.258     -0.180      0.077
      4.671      0.052      0.033      0.028
      4.686     -0.091      0.072     -0.016
      4.700     -0.240     -0.131     -0.054
      4.714     -0.032     -0.644     -0.092
      4.729      0.103     -0.218     -0.101
      4.743      0.085      0.136     -0.057
      4.757     -0.013      0.309      0.031
      4.771     -0.138      0.048      0.174
      4.786     -0.116     -0.447      0.061
      4.800     -0.037     -0.152     -0.051
      4.814      0.030      0.115     -0.102
      4.829      0.238      0.340     -0.011
      4.843      0.111     -0.188      0.008
      4.857     -0.044     -0.062     -0.035
      4.871     -0.224      0.128     -0.038
      4.886     -0.137     -0.310      0.026
      4.900     -0.004     -0.219     -0.039
      4.914      0.083     -0.013     -0.077
      4.929      0.146      0.468     -0.042
      4.943     -0.029      0.253      0.140
      4.957     -0.104     -0.154      0.116
      4.971     -0.096     -0.290     -0.038
      4.986     -0.021     -0.167     -0.167
      5.000      0.112      0.118     -0.167
      5.014      0.176      0.165      0.088
      5.029      0.021      0.005      0.082
      5.043     -0.081     -0.040      0.009
      5.057     -0.183     -0.060     -0.137
      5.071     -0.110     -0.230     -0.085
      5.086     -0.029     -0.099      0.026
      5.100      0.051      0.121      0.055
      5.114      0.190      0.650     -0.068
      5.129      0.042      0.197      0.020
      5.143     -0.036     -0.043      0.033
      5.157     -0.125     -0.279      0.004
      5.171     -0.104     -0.194     -0.202
      5.186      0.035      0.008     -0.120
      5.200      0.083      0.079     -0.017
      5.214      0.069      0.128      0.099
      5.229     -0.078      0.145      0.131
      5.243     -0.166      0.079     -0.016
      5.257     -0.086     -0.144     -0.166
      5.271      0.017     -0.164     -0.098
      5.286      0.061     -0.029     -0.015
      5.300      0.059      0.246      0.072
      5.314     -0.095      0.621      0.068
      5.329     -0.053      0.188     -0.011
      5.343     -0.013     -0.087     -0.041
      5.357      0.066     -0.487     -0.087
      5.371     -0.028     -0.031     -0.134
      5.386     -0.044      0.130     -0.031
      5.400     -0.017      0.210      0.059
      5.414      0.008      0.384      0.159
      5.429     -0.046      0.242      0.020
      5.443     -0.048      0.079     -0.061
      5.457     -0.024     -0.195     -0.131
      5.471      0.090     -0.198     -0.063
      5.486      0.065      0.234      0.003
      5.500     -0.013      0.444      0.028
      5.514     -0.101      0.378      0.025
      5.529     -0.101     -0.059     -0.025
      5.543     -0.025     -0.381     -0.086
      5.557      0.054     -0.007     -0.081
      5.571      0.032      0.306     -0.029
      5.586     -0.013      0.396      0.009
      5.600     -0.084      0.264      0.057
      5.614     -0.063     -0.019      0.012
      5.629     -0.018      0.167     -0.026
      5.643      0.014      0.337     -0.049
      5.657      0.098      0.062     -0.062
      5.671      0.013     -0.053     -0.030
      5.686     -0.029      0.242     -0.014
      5.700     -0.062      0.598      0.007
      5.714     -0.054      0.225      0.017
      5.729     -0.018      0.076     -0.019
      5.743     -0.001      0.107     -0.036
      5.757      0.027      0.342     -0.035
      5.771      0.025      0.718      0.001
      5.786     -0.019      0.550      0.011
      5.800     -0.038      0.306      0.003
      5.814     -0.019      0.142     -0.019
      5.829     -0.000      0.196     -0.012
      5.843      0.000      0.483      0.019
      5.857     -0.001      0.492     -0.004
      5.871      0.005      0.290     -0.005
      5.886      0.048      0.096      0.004
      5.900      0.090     -0.131      0.045
      5.914      0.030     -0.116      0.059
      5.929      0.003     -0.030      0.030
      5.943     -0.007      0.083     -0.014
      5.957      0.022      0.424     -0.070
      5.971      0.060      0.349     -0.011
      5.986      0.037      0.061      0.010
      6.000      0.003     -0.228      0.030
      6.014     -0.087     -0.827      0.077
      6.029     -0.002     -0.134      0.064
      6.043      0.026      0.099      0.014
      6.057      0.033      0.232     -0.059
      6.071      0.001     -0.104     -0.086
      6.086      0.015     -0.059     -0.016
      6.100      0.013     -0.059      0.014
      6.114     -0.002     -0.087      0.064
      6.129     -0.090     -0.359      0.076
      6.143     -0.057     -0.233     -0.005
      6.157     -0.021     -0.113     -0.043
      6.171      0.022      0.020     -0.057
      6.186      0.098      0.045     -0.014
      6.200      0.047     -0.351      0.046
      6.214     -0.048     -0.524      0.051
      6.229     -0.099     -0.456     -0.007
      6.243     -0.053     -0.153     -0.096
      6.257      0.017      0.010     -0.071
      6.271      0.057     -0.018     -0.028
      6.286      0.075     -0.075     -0.009
      6.300      0.080     -0.103     -0.002
      6.314      0.079     -0.112      0.003
      6.329      0.070     -0.105      0.008
      6.343      0.055     -0.091      0.018
      6.357      0.034     -0.065      0.032
      6.371      0.002     -0.027      0.054
      6.386     -0.042      0.034      0.082
      6.400     -0.106      0.149      0.104
      6.414     -0.147      0.336      0.047
      6.429     -0.086      0.295     -0.020
      6.443     -0.046      0.196     -0.036
      6.457     -0.022      0.108     -0.039
      6.471     -0.005      0.027     -0.036
      6.486      0.009     -0.049     -0.031
      6.500      0.024     -0.124     -0.024
      6.514      0.041     -0.194     -0.017
      6.529      0.064     -0.264     -0.007
      6.543      0.095     -0.337      0.005
      6.557      0.137     -0.416      0.026
      6.571      0.177     -0.462      0.081
      6.586      0.112     -0.197      0.164
      6.600      0.040      0.057      0.176
      6.614      0.002      0.182      0.155
      6.629     -0.019      0.241      0.118
      6.643     -0.028      0.254      0.070
      6.657     -0.031      0.230      0.018
      6.671     -0.027      0.174     -0.031
      6.686     -0.019      0.090     -0.075
      6.700     -0.007     -0.030     -0.111
      6.714      0.015     -0.210     -0.135
      6.729      0.056     -0.498     -0.138
      6.743      0.120     -0.905     -0.064
      6.757      0.105     -0.723      0.031
      6.771      0.084     -0.490      0.058
      6.786      0.065     -0.318      0.071
      6.800      0.047     -0.173      0.078
      6.814      0.030     -0.044      0.081
      6.829      0.013      0.084      0.078
      6.843     -0.005      0.220      0.068
      6.857     -0.024      0.378      0.047
      6.871     -0.045      0.589      0.001
      6.886     -0.036      0.766     -0.152
      6.900      0.015      0.225     -0.176
      6.914      0.024     -0.043     -0.121
      6.929      0.029     -0.188     -0.077
      6.943      0.031     -0.278     -0.043
      6.957      0.032     -0.334     -0.014
      6.971      0.032     -0.366      0.014
      6.986      0.031     -0.373      0.047
      7.000      0.030     -0.344      0.088
      7.014      0.028     -0.260      0.146
      7.029      0.029     -0.066      0.220
      7.043      0.042      0.312      0.260
      7.057      0.078      0.616      0.160
      7.071      0.092      0.562      0.042
      7.086      0.089      0.411     -0.018
      7.100      0.080      0.256     -0.048
      7.114      0.069      0.106     -0.065
      7.129      0.056     -0.038     -0.073
      7.143      0.039     -0.182     -0.074
      7.157      0.017     -0.329     -0.069
      7.171     -0.010     -0.484     -0.055
      7.186     -0.049     -0.655     -0.026
      7.200     -0.131     -0.832      0.060
      7.214     -0.179     -0.438      0.206
      7.229     -0.105     -0.178      0.194
      7.243     -0.056     -0.059      0.168
      7.257     -0.018      0.016      0.137
      7.271      0.015      0.071      0.101
      7.286      0.046      0.114      0.060
      7.300      0.080      0.149      0.014
      7.314      0.116      0.176     -0.039
      7.329      0.161      0.191     -0.101
      7.343      0.218      0.171     -0.181
      7.357      0.278     -0.041     -0.293
      7.371      0.116     -0.437     -0.228
      7.386      0.001     -0.437     -0.128
      7.400     -0.050     -0.366     -0.065
      7.414     -0.074     -0.285     -0.019
      7.429     -0.082     -0.203      0.017
      7.443     -0.081     -0.120      0.050
      7.457     -0.071     -0.034      0.082
      7.471     -0.050      0.059      0.115
      7.486     -0.017      0.166      0.149
      7.500      0.041      0.295      0.181
      7.514      0.153      0.442      0.192
      7.529      0.370      0.481      0.115
      7.543      0.468      0.151     -0.020
      7.557      0.383     -0.034     -0.050
      7.571      0.293     -0.115     -0.050
      7.586      0.207     -0.160     -0.044
      7.600      0.122     -0.187     -0.036
      7.614      0.037     -0.201     -0.025
      7.629     -0.049     -0.204     -0.012
      7.643     -0.140     -0.195      0.004
      7.657     -0.236     -0.172      0.026
      7.671     -0.345     -0.119      0.062
      7.686     -0.483      0.073      0.140
      7.700     -0.247      0.462      0.179
      7.714     -0.078      0.392      0.149
      7.729      0.005      0.303      0.123
      7.743      0.062      0.213      0.099
      7.757      0.107      0.123      0.072
      7.771      0.147      0.029      0.045
      7.786      0.184     -0.072      0.016
      7.800      0.219     -0.184     -0.017
      7.814      0.246     -0.314     -0.055
      7.829      0.250     -0.474     -0.102
      7.843      0.130     -0.667     -0.163
      7.857     -0.191     -0.555     -0.170
      7.871     -0.295     -0.281     -0.117
      7.886     -0.264     -0.104     -0.069
      7.900     -0.204      0.007     -0.034
      7.914     -0.138      0.083     -0.004
      7.929     -0.072      0.138      0.021
      7.943     -0.003      0.177      0.046
      7.957      0.069      0.200      0.070
      7.971      0.153      0.205      0.095
      7.986      0.258      0.185      0.121
      8.000      0.402      0.107      0.149
      8.014      0.600     -0.146      0.166
      8.029      0.461     -0.518      0.107
      8.043      0.263     -0.431      0.058
      8.057      0.154     -0.332      0.032
      8.071      0.072     -0.246      0.013
      8.086      0.005     -0.167     -0.001
      8.100     -0.054     -0.091     -0.013
      8.114     -0.105     -0.013     -0.024
      8.129     -0.151      0.075     -0.033
      8.143     -0.192      0.183     -0.040
      8.157     -0.223      0.342     -0.044
      8.171     -0.163      0.676     -0.031
      8.186      0.219      0.604      0.069
      8.200      0.282      0.374      0.105
      8.214      0.286      0.210      0.117
      8.229      0.269      0.074      0.119
      8.243      0.239     -0.045      0.116
      8.257      0.199     -0.150      0.109
      8.271      0.144     -0.245      0.094
      8.286      0.071     -0.330      0.073
      8.300     -0.024     -0.402      0.040
      8.314     -0.159     -0.446     -0.014
      8.329     -0.347     -0.403     -0.112
      8.343     -0.464     -0.149     -0.238
      8.357     -0.311      0.136     -0.248
      8.371     -0.132      0.217     -0.174
      8.386     -0.015      0.215     -0.106
      8.400      0.067      0.187     -0.048
      8.414      0.131      0.147      0.003
      8.429      0.187      0.093      0.053
      8.443      0.237      0.028      0.105
      8.457      0.282     -0.050      0.164
      8.471      0.320     -0.153      0.237
      8.486      0.328     -0.307      0.334
      8.500      0.115     -0.592      0.466
      8.514     -0.233     -0.433      0.266
      8.529     -0.212     -0.284      0.143
      8.543     -0.170     -0.187      0.066
      8.557     -0.123     -0.113      0.007
      8.571     -0.074     -0.047     -0.041
      8.586     -0.020      0.015     -0.082
      8.600      0.043      0.079     -0.119
      8.614      0.123      0.153     -0.150
      8.629      0.243      0.244     -0.169
      8.643      0.489      0.361     -0.147
      8.657      0.728      0.236      0.143
      8.671      0.536      0.060      0.279
      8.686      0.357     -0.029      0.301
      8.700      0.204     -0.081      0.287
      8.714      0.074     -0.115      0.254
      8.729     -0.043     -0.136      0.203
      8.743     -0.146     -0.148      0.137
      8.757     -0.237     -0.150      0.052
      8.771     -0.310     -0.140     -0.056
      8.786     -0.351     -0.115     -0.194
      8.800     -0.329     -0.064     -0.372
      8.814     -0.092      0.042     -0.558
      8.829      0.346      0.092     -0.423
      8.843      0.402      0.062     -0.221
      8.857      0.376      0.037     -0.101
      8.871      0.332      0.014     -0.014
      8.886      0.275     -0.006      0.060
      8.900      0.206     -0.028      0.129
      8.914      0.119     -0.049      0.199
      8.929      0.010     -0.072      0.274
      8.943     -0.140     -0.100      0.357
      8.957     -0.391     -0.136      0.442
      8.971     -0.815     -0.129      0.240
      8.986     -0.540     -0.091     -0.049
      9.000     -0.330     -0.074     -0.128
      9.014     -0.171     -0.061     -0.155
      9.029     -0.040     -0.049     -0.160
      9.043      0.083     -0.038     -0.150
      9.057      0.203     -0.028     -0.127
      9.071      0.330     -0.018     -0.091
      9.086      0.470     -0.006     -0.030
      9.100      0.619      0.007      0.078
      9.114      0.695      0.029      0.278
      9.129      0.462      0.061      0.529
      9.143      0.049      0.074      0.578
      9.157     -0.168      0.060      0.453
      9.171     -0.230      0.039      0.308
      9.186     -0.232      0.016      0.174
      9.200     -0.205     -0.008      0.055
      9.214     -0.161     -0.031     -0.058
      9.229     -0.102     -0.056     -0.163
      9.243     -0.023     -0.082     -0.267
      9.257      0.094     -0.112     -0.370
      9.271      0.305     -0.155     -0.470
      9.286      0.882     -0.237     -0.391
      9.300      0.762     -0.143     -0.022
      9.314      0.584     -0.086      0.074
      9.329      0.430     -0.049      0.124
      9.343      0.281     -0.020      0.157
      9.357      0.135      0.006      0.179
      9.371     -0.017      0.029      0.192
      9.386     -0.179      0.052      0.193
      9.400     -0.361      0.074      0.179
      9.414     -0.582      0.095      0.123
      9.429     -0.831      0.087     -0.103
      9.443     -0.564     -0.059     -0.397
      9.457     -0.232     -0.135     -0.385
      9.471     -0.019     -0.151     -0.298
      9.486      0.125     -0.145     -0.204
      9.500      0.227     -0.128     -0.112
      9.514      0.302     -0.104     -0.024
      9.529      0.354     -0.075      0.067
      9.543      0.383     -0.042      0.162
      9.557      0.381      0.001      0.264
      9.571      0.332      0.056      0.377
      9.586      0.198      0.138      0.500
      9.600     -0.142      0.265      0.561
      9.614     -0.497      0.297      0.260
      9.629     -0.409      0.199      0.071
      9.643     -0.302      0.123     -0.016
      9.657     -0.200      0.056     -0.067
      9.671     -0.106     -0.005     -0.101
      9.686     -0.011     -0.062     -0.124
      9.700      0.092     -0.116     -0.137
      9.714      0.211     -0.169     -0.140
      9.729      0.364     -0.221     -0.124
      9.743      0.593     -0.276     -0.059
      9.757      0.922     -0.270      0.270
      9.771      0.686     -0.083      0.448
      9.786      0.473     -0.004      0.428
      9.800      0.307      0.039      0.374
      9.814      0.165      0.066      0.305
      9.829      0.042      0.086      0.225
      9.843     -0.074      0.098      0.133
      9.857     -0.178      0.102      0.028
      9.871     -0.275      0.097     -0.095
      9.886     -0.354      0.072     -0.239
      9.900     -0.387      0.006     -0.393
      9.914     -0.309     -0.123     -0.512
      9.929     -0.049     -0.275     -0.463
      9.943      0.239     -0.307     -0.219
      9.957      0.341     -0.234     -0.027
      9.971      0.351     -0.162      0.079
      9.986      0.331     -0.103      0.147
     10.000      0.295     -0.054      0.198
     10.014      0.248     -0.010      0.239
     10.029      0.193      0.033      0.269
     10.043      0.119      0.082      0.287
     10.057      0.017      0.145      0.284
     10.071     -0.146      0.235      0.232
     10.086     -0.473      0.364     -0.080
     10.100     -0.398      0.189     -0.349
     10.114     -0.265      0.079     -0.304
     10.129     -0.160      0.009     -0.242
     10.143     -0.068     -0.044     -0.178
     10.157      0.015     -0.086     -0.111
     10.171      0.097     -0.118     -0.039
     10.186      0.182     -0.143      0.042
     10.200      0.275     -0.161      0.140
     10.214      0.383     -0.169      0.270
     10.229      0.510     -0.159      0.464
     10.243      0.589     -0.066      0.741
     10.257      0.435      0.089      0.738
     10.271      0.253      0.165      0.533
     10.286      0.123      0.185      0.326
     10.300      0.043      0.176      0.157
     10.314     -0.012      0.147      0.016
     10.329     -0.045      0.104     -0.091
     10.343     -0.063      0.051     -0.178
     10.357     -0.072     -0.010     -0.246
     10.371     -0.069     -0.078     -0.294
     10.386     -0.052     -0.154     -0.318
     10.400     -0.010     -0.241     -0.304
     10.414      0.091     -0.336     -0.166
     10.429      0.248     -0.319      0.334
     10.443      0.235     -0.170      0.449
     10.457      0.212     -0.096      0.426
     10.471      0.188     -0.050      0.381
     10.486      0.162     -0.016      0.323
     10.500      0.137      0.013      0.256
     10.514      0.111      0.040      0.175
     10.529      0.082      0.069      0.080
     10.543      0.052      0.102     -0.041
     10.557      0.011      0.140     -0.208
     10.571     -0.052      0.180     -0.485
     10.586     -0.077      0.082     -0.858
     10.600     -0.054     -0.063     -0.652
     10.614     -0.035     -0.110     -0.429
     10.629     -0.019     -0.122     -0.252
