#   T (Gyrs)         Lx         Ly         Lz
      2.814     -0.740      0.796     -0.228
      2.829     -1.065      0.779     -0.162
      2.843     -1.281      0.704     -0.098
      2.857     -1.419      0.605     -0.058
      2.871     -1.506      0.503     -0.034
      2.886     -1.556      0.413     -0.021
      2.900     -1.579      0.340     -0.015
      2.914     -1.582      0.278     -0.015
      2.929     -1.575      0.225     -0.016
      2.943     -1.555      0.178     -0.021
      2.957     -1.529      0.132     -0.027
      2.971     -1.497      0.086     -0.034
      2.986     -1.463      0.039     -0.043
      3.000     -1.426     -0.010     -0.052
      3.014     -1.388     -0.059     -0.061
      3.029     -1.348     -0.108     -0.071
      3.043     -1.305     -0.155     -0.083
      3.057     -1.263     -0.199     -0.095
      3.071     -1.221     -0.241     -0.107
      3.086     -1.179     -0.283     -0.119
      3.100     -1.137     -0.322     -0.130
      3.114     -1.093     -0.362     -0.141
      3.129     -1.051     -0.404     -0.153
      3.143     -1.010     -0.453     -0.166
      3.157     -0.968     -0.507     -0.177
      3.171     -0.927     -0.563     -0.189
      3.186     -0.887     -0.620     -0.201
      3.200     -0.848     -0.677     -0.212
      3.214     -0.809     -0.731     -0.225
      3.229     -0.771     -0.784     -0.237
      3.243     -0.733     -0.833     -0.249
      3.257     -0.696     -0.876     -0.261
      3.271     -0.658     -0.907     -0.273
      3.286     -0.621     -0.927     -0.287
      3.300     -0.585     -0.954     -0.299
      3.314     -0.548     -0.992     -0.311
      3.329     -0.513     -1.040     -0.323
      3.343     -0.477     -1.098     -0.335
      3.357     -0.441     -1.166     -0.347
      3.371     -0.406     -1.245     -0.358
      3.386     -0.370     -1.331     -0.371
      3.400     -0.334     -1.424     -0.383
      3.414     -0.296     -1.514     -0.396
      3.429     -0.257     -1.577     -0.409
      3.443     -0.217     -1.621     -0.422
      3.457     -0.175     -1.662     -0.434
      3.471     -0.130     -1.708     -0.447
      3.486     -0.081     -1.762     -0.460
      3.500     -0.026     -1.825     -0.473
      3.514      0.036     -1.900     -0.488
      3.529      0.108     -1.991     -0.501
      3.543      0.195     -2.106     -0.514
      3.557      0.300     -2.226     -0.528
      3.571      0.405     -2.274     -0.552
      3.586      0.513     -2.228     -0.573
      3.600      0.613     -2.083     -0.580
      3.614      0.679     -1.852     -0.561
      3.629      0.694     -1.600     -0.523
      3.643      0.668     -1.378     -0.469
      3.657      0.618     -1.201     -0.412
      3.671      0.553     -1.063     -0.356
      3.686      0.482     -0.964     -0.304
      3.700      0.407     -0.907     -0.257
      3.714      0.332     -0.876     -0.215
      3.729      0.257     -0.862     -0.177
      3.743      0.183     -0.860     -0.144
      3.757      0.110     -0.866     -0.115
      3.771      0.039     -0.880     -0.090
      3.786     -0.030     -0.897     -0.068
      3.800     -0.096     -0.917     -0.050
      3.814     -0.162     -0.939     -0.035
      3.829     -0.224     -0.959     -0.023
      3.843     -0.283     -0.981     -0.014
      3.857     -0.341     -1.011     -0.007
      3.871     -0.397     -1.049     -0.002
      3.886     -0.450     -1.096      0.002
      3.900     -0.499     -1.151      0.003
      3.914     -0.546     -1.214      0.003
      3.929     -0.589     -1.284      0.002
      3.943     -0.629     -1.362      0.000
      3.957     -0.665     -1.446     -0.002
      3.971     -0.696     -1.526     -0.003
      3.986     -0.724     -1.598     -0.003
      4.000     -0.746     -1.660     -0.002
      4.014     -0.762     -1.710      0.002
      4.029     -0.772     -1.744      0.010
      4.043     -0.775     -1.769      0.023
      4.057     -0.769     -1.794      0.043
      4.071     -0.756     -1.818      0.069
      4.086     -0.733     -1.859      0.104
      4.100     -0.702     -1.930      0.148
      4.114     -0.660     -2.029      0.200
      4.129     -0.610     -2.158      0.259
      4.143     -0.552     -2.323      0.324
      4.157     -0.488     -2.514      0.393
      4.171     -0.422     -2.724      0.463
      4.186     -0.357     -2.922      0.527
      4.200     -0.295     -3.089      0.581
      4.214     -0.240     -3.213      0.623
      4.229     -0.193     -3.287      0.653
      4.243     -0.154     -3.339      0.671
      4.257     -0.122     -3.375      0.678
      4.271     -0.097     -3.394      0.678
      4.286     -0.077     -3.402      0.669
      4.300     -0.061     -3.393      0.653
      4.314     -0.049     -3.382      0.633
      4.329     -0.040     -3.375      0.610
      4.343     -0.032     -3.368      0.585
      4.357     -0.025     -3.355      0.559
      4.371     -0.020     -3.331      0.533
      4.386     -0.016     -3.288      0.504
      4.400     -0.012     -3.226      0.476
      4.414     -0.009     -3.151      0.446
      4.429     -0.006     -3.071      0.416
      4.443     -0.004     -2.988      0.386
      4.457     -0.002     -2.906      0.356
      4.471      0.000     -2.829      0.326
      4.486      0.002     -2.756      0.296
      4.500      0.004     -2.695      0.267
      4.514      0.006     -2.644      0.238
      4.529      0.007     -2.603      0.211
      4.543      0.009     -2.570      0.183
      4.557      0.011     -2.536      0.156
      4.571      0.012     -2.495      0.129
      4.586      0.014     -2.445      0.102
      4.600      0.016     -2.386      0.076
      4.614      0.017     -2.321      0.052
      4.629      0.019     -2.247      0.027
      4.643      0.021     -2.169      0.004
      4.657      0.023     -2.085     -0.020
      4.671      0.025     -2.002     -0.041
      4.686      0.027     -1.928     -0.062
      4.700      0.029     -1.864     -0.082
      4.714      0.031     -1.810     -0.101
      4.729      0.033     -1.762     -0.120
      4.743      0.035     -1.718     -0.137
      4.757      0.038     -1.675     -0.154
      4.771      0.040     -1.631     -0.170
      4.786      0.042     -1.584     -0.185
      4.800      0.045     -1.532     -0.200
      4.814      0.047     -1.475     -0.214
      4.829      0.049     -1.412     -0.227
      4.843      0.052     -1.342     -0.238
      4.857      0.054     -1.270     -0.250
      4.871      0.056     -1.199     -0.260
      4.886      0.058     -1.133     -0.269
      4.900      0.061     -1.072     -0.278
      4.914      0.063     -1.015     -0.285
      4.929      0.065     -0.963     -0.293
      4.943      0.067     -0.917     -0.301
      4.957      0.069     -0.873     -0.306
      4.971      0.071     -0.831     -0.311
      4.986      0.073     -0.789     -0.315
      5.000      0.075     -0.745     -0.319
      5.014      0.077     -0.697     -0.321
      5.029      0.079     -0.645     -0.323
      5.043      0.081     -0.591     -0.325
      5.057      0.082     -0.537     -0.325
      5.071      0.084     -0.483     -0.326
      5.086      0.085     -0.432     -0.326
      5.100      0.086     -0.382     -0.325
      5.114      0.088     -0.334     -0.323
      5.129      0.089     -0.288     -0.321
      5.143      0.090     -0.245     -0.319
      5.157      0.090     -0.203     -0.316
      5.171      0.091     -0.161     -0.313
      5.186      0.092     -0.118     -0.309
      5.200      0.092     -0.073     -0.305
      5.214      0.092     -0.029     -0.300
      5.229      0.092      0.015     -0.295
      5.243      0.092      0.059     -0.289
      5.257      0.092      0.101     -0.283
      5.271      0.092      0.143     -0.277
      5.286      0.091      0.182     -0.270
      5.300      0.091      0.219     -0.263
      5.314      0.089      0.256     -0.255
      5.329      0.088      0.294     -0.248
      5.343      0.087      0.333     -0.240
      5.357      0.085      0.371     -0.232
      5.371      0.084      0.410     -0.224
      5.386      0.082      0.449     -0.216
      5.400      0.080      0.489     -0.207
      5.414      0.078      0.527     -0.198
      5.429      0.076      0.564     -0.189
      5.443      0.073      0.599     -0.179
      5.457      0.071      0.632     -0.170
      5.471      0.068      0.662     -0.160
      5.486      0.065      0.692     -0.151
      5.500      0.062      0.720     -0.141
      5.514      0.059      0.749     -0.131
      5.529      0.055      0.777     -0.121
      5.543      0.051      0.805     -0.111
      5.557      0.047      0.834     -0.101
      5.571      0.042      0.864     -0.091
      5.586      0.038      0.894     -0.081
      5.600      0.033      0.925     -0.071
      5.614      0.028      0.957     -0.062
      5.629      0.023      0.990     -0.052
      5.643      0.018      1.023     -0.042
      5.657      0.012      1.052     -0.032
      5.671      0.007      1.078     -0.023
      5.686      0.001      1.101     -0.013
      5.700     -0.005      1.120     -0.004
      5.714     -0.011      1.135      0.005
      5.729     -0.018      1.147      0.014
      5.743     -0.024      1.153      0.023
      5.757     -0.031      1.156      0.032
      5.771     -0.038      1.159      0.040
      5.786     -0.045      1.161      0.048
      5.800     -0.052      1.166      0.056
      5.814     -0.059      1.174      0.064
      5.829     -0.067      1.184      0.071
      5.843     -0.075      1.190      0.078
      5.857     -0.083      1.203      0.085
      5.871     -0.091      1.221      0.091
      5.886     -0.100      1.238      0.097
      5.900     -0.108      1.248      0.102
      5.914     -0.118      1.264      0.106
      5.929     -0.127      1.285      0.110
      5.943     -0.136      1.310      0.114
      5.957     -0.146      1.340      0.116
      5.971     -0.156      1.373      0.117
      5.986     -0.166      1.410      0.117
      6.000     -0.176      1.449      0.116
      6.014     -0.185      1.490      0.113
      6.029     -0.195      1.508      0.109
      6.043     -0.204      1.492      0.103
      6.057     -0.211      1.489      0.095
      6.071     -0.218      1.495      0.085
      6.086     -0.223      1.507      0.073
      6.100     -0.226      1.524      0.059
      6.114     -0.226      1.546      0.044
      6.129     -0.223      1.572      0.027
      6.143     -0.217      1.603      0.009
      6.157     -0.207      1.641     -0.010
      6.171     -0.192      1.688     -0.029
      6.186     -0.171      1.763     -0.049
      6.200     -0.146      1.812     -0.068
      6.214     -0.113      1.823     -0.087
      6.229     -0.074      1.808     -0.105
      6.243     -0.027      1.757     -0.122
      6.257      0.027      1.665     -0.135
      6.271      0.087      1.542     -0.144
      6.286      0.152      1.407     -0.149
      6.300      0.220      1.278     -0.150
      6.314      0.289      1.153     -0.148
      6.329      0.357      1.039     -0.143
      6.343      0.423      0.937     -0.135
      6.357      0.486      0.847     -0.126
      6.371      0.546      0.769     -0.116
      6.386      0.603      0.700     -0.106
      6.400      0.657      0.641     -0.095
      6.414      0.707      0.587     -0.084
      6.429      0.755      0.538     -0.073
      6.443      0.799      0.492     -0.063
      6.457      0.841      0.446     -0.052
      6.471      0.879      0.402     -0.043
      6.486      0.915      0.358     -0.034
      6.500      0.949      0.318     -0.025
      6.514      0.980      0.280     -0.017
      6.529      1.009      0.244     -0.009
      6.543      1.036      0.212     -0.002
      6.557      1.061      0.183      0.005
      6.571      1.084      0.156      0.012
      6.586      1.105      0.131      0.017
      6.600      1.125      0.108      0.023
      6.614      1.143      0.087      0.028
      6.629      1.161      0.068      0.033
      6.643      1.175      0.049      0.037
      6.657      1.189      0.030      0.041
      6.671      1.202      0.012      0.045
      6.686      1.213     -0.005      0.048
      6.700      1.224     -0.021      0.051
      6.714      1.233     -0.036      0.054
      6.729      1.242     -0.051      0.056
      6.743      1.249     -0.063      0.059
      6.757      1.255     -0.076      0.061
      6.771      1.260     -0.088      0.062
      6.786      1.265     -0.099      0.064
      6.800      1.269     -0.110      0.065
      6.814      1.272     -0.121      0.066
      6.829      1.274     -0.131      0.067
      6.843      1.275     -0.141      0.068
      6.857      1.277     -0.150      0.069
      6.871      1.277     -0.159      0.069
      6.886      1.276     -0.167      0.070
      6.900      1.275     -0.176      0.070
      6.914      1.274     -0.184      0.070
      6.929      1.271     -0.192      0.070
      6.943      1.268     -0.200      0.069
      6.957      1.264     -0.207      0.069
      6.971      1.260     -0.214      0.068
      6.986      1.255     -0.221      0.068
      7.000      1.250     -0.226      0.067
      7.014      1.244     -0.232      0.066
      7.029      1.238     -0.236      0.065
      7.043      1.231     -0.240      0.064
      7.057      1.224     -0.243      0.063
      7.071      1.217     -0.246      0.062
      7.086      1.209     -0.251      0.061
      7.100      1.200     -0.256      0.059
      7.114      1.191     -0.262      0.058
      7.129      1.182     -0.268      0.057
      7.143      1.172     -0.275      0.055
      7.157      1.162     -0.282      0.053
      7.171      1.152     -0.290      0.052
      7.186      1.141     -0.296      0.050
      7.200      1.129     -0.301      0.048
      7.214      1.117     -0.303      0.046
      7.229      1.105     -0.303      0.045
      7.243      1.092     -0.302      0.043
      7.257      1.079     -0.300      0.041
      7.271      1.066     -0.298      0.039
      7.286      1.053     -0.298      0.037
      7.300      1.039     -0.299      0.035
      7.314      1.024     -0.301      0.032
      7.329      1.010     -0.305      0.030
      7.343      0.995     -0.312      0.028
      7.357      0.980     -0.321      0.026
      7.371      0.964     -0.332      0.024
      7.386      0.948     -0.343      0.022
      7.400      0.932     -0.351      0.019
      7.414      0.916     -0.356      0.017
      7.429      0.899     -0.359      0.015
      7.443      0.882     -0.359      0.013
      7.457      0.865     -0.356      0.011
      7.471      0.848     -0.352      0.008
      7.486      0.830     -0.345      0.006
      7.500      0.812     -0.339      0.004
      7.514      0.794     -0.334      0.002
      7.529      0.776     -0.333     -0.001
      7.543      0.757     -0.337     -0.003
      7.557      0.739     -0.344     -0.005
      7.571      0.720     -0.353     -0.007
      7.586      0.700     -0.364     -0.010
      7.600      0.681     -0.375     -0.012
      7.614      0.661     -0.384     -0.014
      7.629      0.641     -0.390     -0.016
      7.643      0.621     -0.393     -0.018
      7.657      0.600     -0.392     -0.020
      7.671      0.579     -0.386     -0.023
      7.686      0.558     -0.376     -0.025
      7.700      0.536     -0.363     -0.027
      7.714      0.515     -0.350     -0.029
      7.729      0.493     -0.342     -0.031
      7.743      0.471     -0.337     -0.033
      7.757      0.449     -0.337     -0.035
      7.771      0.427     -0.341     -0.037
      7.786      0.405     -0.348     -0.038
      7.800      0.382     -0.358     -0.040
      7.814      0.359     -0.370     -0.042
      7.829      0.336     -0.385     -0.044
      7.843      0.313     -0.398     -0.045
      7.857      0.290     -0.406     -0.047
      7.871      0.267     -0.407     -0.049
      7.886      0.243     -0.403     -0.050
      7.900      0.219     -0.395     -0.052
      7.914      0.195     -0.385     -0.053
      7.929      0.171     -0.373     -0.055
      7.943      0.147     -0.362     -0.056
      7.957      0.122     -0.353     -0.057
      7.971      0.098     -0.348     -0.058
      7.986      0.074     -0.349     -0.060
      8.000      0.050     -0.356     -0.060
      8.014      0.026     -0.368     -0.061
      8.029      0.001     -0.385     -0.062
      8.043     -0.025     -0.403     -0.063
      8.057     -0.050     -0.417     -0.063
      8.071     -0.076     -0.426     -0.064
      8.086     -0.102     -0.431     -0.064
      8.100     -0.127     -0.431     -0.065
      8.114     -0.153     -0.426     -0.065
      8.129     -0.179     -0.417     -0.065
      8.143     -0.205     -0.405     -0.065
      8.157     -0.231     -0.388     -0.065
      8.171     -0.257     -0.370     -0.065
      8.186     -0.283     -0.357     -0.065
      8.200     -0.309     -0.351     -0.064
      8.214     -0.335     -0.352     -0.064
      8.229     -0.361     -0.358     -0.063
      8.243     -0.387     -0.366     -0.062
      8.257     -0.414     -0.377     -0.061
      8.271     -0.440     -0.389     -0.060
      8.286     -0.466     -0.400     -0.059
      8.300     -0.493     -0.409     -0.058
      8.314     -0.519     -0.413     -0.056
      8.329     -0.545     -0.410     -0.055
      8.343     -0.572     -0.400     -0.053
      8.357     -0.598     -0.385     -0.051
      8.371     -0.625     -0.368     -0.048
      8.386     -0.651     -0.352     -0.046
      8.400     -0.677     -0.339     -0.043
      8.414     -0.704     -0.330     -0.041
      8.429     -0.732     -0.325     -0.038
      8.443     -0.758     -0.326     -0.035
      8.457     -0.785     -0.330     -0.031
      8.471     -0.811     -0.338     -0.028
      8.486     -0.838     -0.351     -0.024
      8.500     -0.863     -0.366     -0.020
      8.514     -0.890     -0.379     -0.015
      8.529     -0.916     -0.385     -0.011
      8.543     -0.943     -0.385     -0.006
      8.557     -0.970     -0.380     -0.001
      8.571     -0.996     -0.372      0.005
      8.586     -1.023     -0.361      0.010
      8.600     -1.049     -0.348      0.016
      8.614     -1.076     -0.334      0.023
      8.629     -1.101     -0.320      0.030
      8.643     -1.127     -0.309      0.037
      8.657     -1.154     -0.303      0.044
      8.671     -1.179     -0.303      0.052
      8.686     -1.205     -0.308      0.060
      8.700     -1.231     -0.315      0.069
      8.714     -1.256     -0.322      0.078
      8.729     -1.282     -0.327      0.088
      8.743     -1.307     -0.329      0.098
      8.757     -1.333     -0.328      0.108
      8.771     -1.358     -0.324      0.119
      8.786     -1.383     -0.315      0.131
      8.800     -1.407     -0.303      0.143
      8.814     -1.431     -0.288      0.156
      8.829     -1.456     -0.270      0.169
      8.843     -1.480     -0.251      0.183
      8.857     -1.504     -0.237      0.198
      8.871     -1.527     -0.226      0.214
      8.886     -1.551     -0.218      0.230
      8.900     -1.575     -0.213      0.247
      8.914     -1.598     -0.208      0.265
      8.929     -1.623     -0.203      0.283
      8.943     -1.644     -0.199      0.303
      8.957     -1.664     -0.194      0.324
      8.971     -1.685     -0.187      0.346
      8.986     -1.705     -0.176      0.370
      9.000     -1.724     -0.159      0.394
      9.014     -1.742     -0.140      0.419
      9.029     -1.758     -0.118      0.446
      9.043     -1.772     -0.094      0.475
      9.057     -1.785     -0.071      0.505
      9.071     -1.797     -0.046      0.536
      9.086     -1.805     -0.020      0.568
      9.100     -1.809      0.008      0.602
      9.114     -1.809      0.039      0.636
      9.129     -1.803      0.075      0.670
      9.143     -1.788      0.119      0.703
      9.157     -1.766      0.173      0.733
      9.171     -1.729      0.238      0.758
      9.186     -1.678      0.310      0.779
      9.200     -1.611      0.385      0.793
      9.214     -1.529      0.457      0.797
      9.229     -1.433      0.520      0.789
      9.243     -1.327      0.572      0.774
      9.257     -1.219      0.607      0.750
      9.271     -1.111      0.627      0.723
      9.286     -1.007      0.633      0.689
      9.300     -0.908      0.628      0.656
      9.314     -0.819      0.617      0.623
      9.329     -0.738      0.612      0.591
      9.343     -0.665      0.617      0.560
      9.357     -0.600      0.628      0.531
      9.371     -0.543      0.640      0.504
      9.386     -0.491      0.652      0.478
      9.400     -0.445      0.661      0.453
      9.414     -0.404      0.666      0.429
      9.429     -0.367      0.667      0.408
      9.443     -0.333      0.660      0.387
      9.457     -0.303      0.644      0.368
      9.471     -0.276      0.621      0.350
      9.486     -0.251      0.590      0.333
      9.500     -0.229      0.554      0.316
      9.514     -0.209      0.519      0.301
      9.529     -0.190      0.491      0.286
      9.543     -0.174      0.472      0.272
      9.557     -0.158      0.461      0.258
      9.571     -0.144      0.455      0.244
      9.586     -0.131      0.455      0.231
      9.600     -0.119      0.458      0.219
      9.614     -0.108      0.464      0.207
      9.629     -0.097      0.472      0.196
      9.643     -0.088      0.481      0.185
      9.657     -0.079      0.483      0.174
      9.671     -0.071      0.475      0.164
      9.686     -0.063      0.460      0.154
      9.700     -0.056      0.441      0.145
      9.714     -0.049      0.421      0.135
      9.729     -0.043      0.401      0.126
      9.743     -0.037      0.382      0.117
      9.757     -0.031      0.365      0.109
      9.771     -0.025      0.351      0.101
      9.786     -0.020      0.343      0.093
      9.800     -0.015      0.341      0.086
      9.814     -0.010      0.345      0.078
      9.829     -0.005      0.353      0.071
      9.843     -0.001      0.361      0.064
      9.857      0.004      0.366      0.057
      9.871      0.008      0.367      0.050
      9.886      0.013      0.362      0.044
      9.900      0.017      0.352      0.037
      9.914      0.021      0.340      0.031
      9.929      0.026      0.324      0.025
      9.943      0.030      0.306      0.019
      9.957      0.034      0.286      0.013
      9.971      0.038      0.266      0.007
      9.986      0.043      0.250      0.002
     10.000      0.047      0.241     -0.004
     10.014      0.051      0.237     -0.009
     10.029      0.056      0.236     -0.014
     10.043      0.060      0.235     -0.019
     10.057      0.065      0.235     -0.023
     10.071      0.069      0.235     -0.028
     10.086      0.074      0.234     -0.032
     10.100      0.079      0.230     -0.037
     10.114      0.083      0.224     -0.041
     10.129      0.088      0.214     -0.045
     10.143      0.093      0.200     -0.049
     10.157      0.099      0.184     -0.053
     10.171      0.104      0.169     -0.057
     10.186      0.110      0.156     -0.060
     10.200      0.115      0.145     -0.064
     10.214      0.121      0.137     -0.067
     10.229      0.127      0.132     -0.071
     10.243      0.133      0.129     -0.074
     10.257      0.139      0.128     -0.078
     10.271      0.145      0.129     -0.081
     10.286      0.152      0.130     -0.084
     10.300      0.159      0.131     -0.087
     10.314      0.165      0.129     -0.090
     10.329      0.172      0.124     -0.092
     10.343      0.180      0.117     -0.095
     10.357      0.187      0.109     -0.098
     10.371      0.194      0.100     -0.100
     10.386      0.202      0.091     -0.103
     10.400      0.210      0.083     -0.105
     10.414      0.218      0.074     -0.107
     10.429      0.226      0.067     -0.110
     10.443      0.234      0.062     -0.112
     10.457      0.243      0.058     -0.114
     10.471      0.251      0.055     -0.116
     10.486      0.260      0.053     -0.118
     10.500      0.269      0.050     -0.120
     10.514      0.279      0.046     -0.121
     10.529      0.288      0.042     -0.122
     10.543      0.298      0.037     -0.124
     10.557      0.308      0.031     -0.125
     10.571      0.318      0.025     -0.127
     10.586      0.328      0.019     -0.128
     10.600      0.338      0.013     -0.129
