#   T (Gyrs)         Lx         Ly         Lz
     10.457   3234.903   4366.617   3096.673
     10.471   3227.675   4468.759   3096.508
     10.486   3206.325   4600.618   3096.793
     10.500   3178.867   4594.954   3096.204
     10.514   3203.201   4429.157   3094.529
     10.529   3217.501   4600.112   3093.307
     10.543   3210.282   4723.491   3093.125
     10.557   3215.748   4771.801   3093.169
     10.571   3196.834   4812.688   3093.971
     10.586   3203.570   4858.500   3094.670
     10.600   3205.297   4861.181   3091.108
     10.614   3194.736   4958.443   3090.431
     10.629   3226.399   4889.741   3089.557
     10.643   3197.683   4905.567   3088.385
     10.657   3196.958   4987.700   3087.667
     10.671   3216.167   4845.815   3086.422
     10.686   3208.199   4773.757   3086.356
     10.700   3200.739   4874.296   3086.330
     10.714   3172.201   4781.185   3085.758
     10.729   3160.940   4726.133   3085.398
     10.743   3153.601   4799.115   3086.852
     10.757   3126.476   4686.111   3085.469
     10.771   3096.486   4595.951   3083.789
     10.786   3101.876   4690.142   3081.281
     10.800   3093.935   4541.868   3077.435
     10.814   3096.767   4428.913   3075.192
     10.829   3067.204   4515.333   3072.933
     10.843   3078.071   4433.452   3065.951
     10.857   3088.299   4420.545   3062.035
     10.871   3081.184   4264.455   3057.576
     10.886   3119.710   4214.681   3051.886
     10.900   3158.294   4110.779   3043.526
     10.914   3158.890   4000.711   3038.491
     10.929   3180.252   4099.096   3031.409
     10.943   3179.371   4071.490   3025.064
     10.957   3196.992   4126.214   3017.247
     10.971   3199.429   4053.117   3010.782
     10.986   3182.387   4205.971   3004.589
     11.000   3173.500   4091.843   2999.222
     11.014   3200.512   4044.947   2992.378
     11.029   3165.920   4122.904   2989.074
     11.043   3158.471   4249.299   2988.213
     11.057   3142.383   4284.824   2987.193
     11.071   3126.640   4367.115   2985.520
     11.086   3111.789   4517.014   2985.271
     11.100   3076.284   4380.007   2981.375
     11.114   3084.056   4391.020   2979.866
     11.129   3093.545   4447.943   2977.903
     11.143   3093.954   4429.222   2974.794
     11.157   3109.445   4473.870   2972.450
     11.171   3110.308   4460.463   2971.291
     11.186   3106.674   4496.777   2969.623
     11.200   3094.923   4537.892   2967.029
     11.214   3106.657   4527.211   2963.689
     11.229   3087.537   4436.005   2960.842
     11.243   3099.960   4344.302   2959.891
     11.257   3077.178   4371.336   2959.993
     11.271   3052.768   4384.180   2959.737
     11.286   3054.755   4354.056   2958.067
     11.300   3037.995   4267.963   2955.591
     11.314   3041.490   4374.445   2953.993
     11.329   3050.330   4393.298   2952.477
     11.343   3037.122   4390.636   2948.643
     11.357   3027.751   4333.358   2944.935
     11.371   3061.171   4355.321   2941.715
     11.386   3062.645   4350.841   2936.528
     11.400   3071.311   4466.336   2932.925
     11.414   3051.061   4364.736   2927.848
     11.429   3069.129   4246.738   2923.780
     11.429   3069.137   4246.740   2923.778
