#   T (Gyrs)         Lx         Ly         Lz
     11.129   3001.435   4911.693   2116.835
     11.143   3014.036   4778.123   2119.668
     11.157   3048.791   4773.283   2130.505
     11.171   3080.462   4845.861   2137.302
     11.186   3092.580   4724.965   2124.046
     11.200   3098.403   4780.437   2153.391
     11.214   3038.403   4793.150   2155.168
     11.229   2999.228   4858.982   2160.898
     11.243   3060.886   4941.700   2158.427
     11.257   3024.671   5026.853   2186.354
     11.271   3034.659   5162.880   2210.124
     11.286   3013.447   5102.818   2226.050
     11.300   2971.348   5045.630   2213.835
     11.314   3011.876   4935.932   2224.883
     11.329   3001.765   4802.141   2244.135
     11.343   3052.334   4851.519   2248.947
     11.357   3019.704   4684.940   2262.916
     11.371   3008.085   4611.739   2241.940
     11.386   2983.545   4601.810   2246.644
     11.400   3030.146   4592.026   2276.827
     11.414   3058.285   4712.907   2280.341
     11.429   2982.524   4773.756   2268.837
     11.429   2982.525   4773.750   2268.836
